info,name,title
　　日前，山西援吉布提“消除白内障致盲项目”第五批医疗队凯旋。两个月间，医疗队共筛查白内障患者1035例，完成手术601例，并拓展实施睑内翻、霰粒肿切除等手术。,中国新闻网,山西援吉布提“消除白内障致盲项目”第五批医疗队凯旋
"　　近日，省政府印发《关于表彰第四届山西省质量奖获奖组织的决定》，表彰第四届山西省质量奖获奖组织，以引导和激励各行业加强质量管理，优化质量发展环境，全面提升质量水平。
省政府授予太原重工股份有限公司、山西建筑工程集团有限公司、山西省实验小学、山西华翔集团股份有限公司、山西紫林醋业股份有限公司等5个组织“第四届山西省质量奖”；授予山西烁科晶体有限公司、山西中铝华润有限公司、山西晋钢智造科技实业有限公司、山西鹏飞集团有限公司、百信信息技术有限公司、山西高科华杰光电科技股份有限公司、北方自动控制技术研究所、山西吉利汽车部件有限公司、国网山西省电力公司营销服务中心、山西永东化工股份有限公司等10个组织“第四届山西省质量奖提名奖”。",山西晚报数字报,我省表彰第四届山西省质量奖获奖组织
"　　6月2日，省司法厅向社会发布信息，我省积极深入开展“法援护苗”专项行动，“十四五”以来，全省累计办理未成年人法律援助案件9800余件，受援未成年人近1万人次，提供法律咨询1.5万余人次，为未成年人健康成长提供了坚实法治保障。
为了全方位护航未成年人权益，山西省着力构建“半小时公共法律服务圈”，建成覆盖省市县乡村五级的法律援助网络，设立省级未成年人法律援助工作站及市县级工作站87个，确保未成年人法律援助需求快速响应。",山西晚报数字报,我省深入开展“法援护苗”专项行动
"　　扫码看视频。
5月29日，由省安委办联合太原市安委会、山西交控集团举办全省“安全生产月”启动仪式暨“安全宣传咨询日”活动。",山西晚报数字报,全省“安全生产月”活动启动
　　5月31日端午夜，也是“六一”国际儿童节前夜，山西大剧院音乐厅灯火璀璨。当《少年中国说》的鼓点与管弦乐冲破暮色，山西省交响乐团附属青少年乐团三周年音乐会正式拉开帷幕。,山西晚报数字报,琴弦与号管编织“六一”前夜奏响成长交响乐
　　距离2025年高考已经进入最后的冲刺阶段了，为深入贯彻教育部关于普通高校招生工作的总体部署，结合山西省高等教育发展实际，省招生考试管理中心日前正式发布《山西省2025年普通高校招生工作规定》。作为新高考改革深化之年的重要文件，本次政策延续“公平竞争、公正选拔、公开透明”原则，围绕“3+1+2”考试模式、院校专业组志愿体系、多元录取机制等核心内容进行系统设计，旨在通过科学规范的招录规则，为各类人才成长搭建更广阔的发展平台。,山西晚报数字报,山西新高考来了!招录新规公布
　　近日，山西晚报·山河＋记者从省发改委获悉：我省发布完善普惠托育服务收费新政策，明确了涵盖公办托育机构、社会办普惠托育机构及幼儿园托班在内的普惠托育服务体系收费标准。新政策旨在通过规范收费管理，支持各类普惠托育机构健康发展，让更多家庭享受可负担的优质托育服务。,山西晚报数字报,普惠托育服务咋收费，我省发布最新政策
"　　山西晚报·山河+讯（记者 薛建英）根据有关规定，结合我省气候预测和洪水发生规律，经会商研判，6月1日8时起，全省正式进入汛期，主汛期为7月至8月，防汛关键期为7月16日至8月15日。
省防汛抗旱指挥部要求，各地各部门要严密风险防控，盯紧薄弱环节。",山西晚报数字报,汛期已到我省发出“严”要求
"　　山西晚报·山河+讯（记者 薛建英）6月2日，山西晚报·山河+记者从省政府获悉：我省近日下发批复，同意设立山西医药学院、晋中健康学院。
批复明确，我省同意设立山西医药学院。",山西晚报数字报,我省设立两所普通高等学校
"　　中国煤炭机械工业协会近日公布2024年度中国煤炭机械工业50强企业名单，山西天地煤机装备有限公司等3家本地企业入围。

	天地煤机以31亿元的销售收入排在第13位。",太原日报,3家本地企业入围煤炭机械工业50强
"　　日前，省住建厅发布《租赁住房建设标准（征求意见稿）》，面向社会公开征求意见。

	根据征求意见稿，新建租赁住房将明确分为住宅型和宿舍型两类，以满足不同群体的居住需求。",太原日报,建设租赁房 征求好点子
"　　本报讯 近日，省公安厅研究出台《省公安厅2025年度“我为群众办实事”重点项目清单》，推出10项“我为群众办实事”项目，涵盖交通管理、治安管理、出入境服务等领域，切实为群众办实事、解难题。
推动居住证全程网办。",山西日报数字报,省公安厅推出10项“我为群众办实事”重点项目
"　　本报讯（记者王秀娟）5月28日，由省农机发展中心和省农林水工会委员会主办的“2025年山西省小麦机收减损技能大比武”活动在运城市盐湖区举行，以赛促训、以赛提技，推动机收减损装备技术的普及应用，最大限度减少机收环节的粮食损耗，全力保障小麦颗粒归仓。
“看谁收得好、损失少。",山西日报数字报,我省小麦机收减损技能大比武活动在运城举办
"　　扫描二维码查看详情
本报讯（记者程国媛）6月2日，中央第一生态环境保护督察组向我省交办的第五批信访举报件，共43件，其中重点关注件2件。
按区域划分，太原市10件、大同市6件、朔州市1件、忻州市3件、吕梁市8件、晋中市1件（从吕梁市举报件中拆分）、阳泉市7件、长治市1件、临汾市4件、运城市3件。",山西日报数字报,【第三轮中央生态环境保护督察】中央第一生态环境保护督察组向我省交办第五批群众信访举报件情况
　　本报讯（记者姚毅）近日，在山西转型综改示范区各部门大力支持下，山西省重点工程阳光三极智能煤矿感知装备产业化项目正全速建设。项目投产后，将推动智能煤矿装备产业发展，为示范区产业转型升级注入动力。,山西日报数字报,我省聚焦使命持续全面深化改革
"　　督察进驻时间：2025年5月28日—6月28日
受理举报电话：0351-2022698
受理举报信箱：山西省太原市A292号邮政信箱
受理举报电话时间：8：00—20：00.",山西日报数字报,中央第一生态环境保护督察组群众信访举报受理方式公告
　　山西转型综改示范区经过8年多的发展，已成为全省加快资源型经济转型和现代化产业体系建设的重要空间载体和窗口平台。 本报通讯员摄位于山西转型综改示范区阳曲工业园区内的泰山玻璃纤维（太原）有限公司厂区。,山西日报数字报,【牢记嘱托 砥砺前行 奋力谱写中国式现代化山西篇章——山西资源型经济转型的探索与实践④】持续攻坚克难 以全面深化改革推动转型发展
"　　在深入贯彻中央八项规定精神学习教育中，我省各地各部门站在坚定捍卫“两个确立”、坚决做到“两个维护”的政治高度，聚焦学查改一体推进，丰富学习形式，坚持问题导向，推动中央八项规定精神在基层落地生根，为推动高质量发展、深化全方位转型注入强劲动力。
在学深悟透上下功夫
开展深入贯彻中央八项规定精神学习教育，是对纪律作风的一次再检阅、再提升。",山西日报数字报,【锲而不舍落实中央八项规定精神】丰富形式促深学 深挖问题求实效
"　　端午节沁县龙舟赛。井娇摄
连日来，我省多地开展端午节主题活动，一场场传统与现代相结合的活动为人们带来丰富多彩的节日体验。",山西日报数字报,【我们的节日·端午】点雄黄 佩香囊 龙舟竞渡粽飘香
"　　①②③
①5月28日，襄汾县第一幼儿园举办“玩转传统游戏、点亮快乐童年”文艺汇演活动，孩子们在欢声笑语中迎接属于自己的节日。 
李现俊摄
②5月28日，太原市迎泽区双西小学举办“智慧赋能扬科技，廉韵润德舞童心”庆六一活动，孩子们身着特色服饰进行了精彩表演。",山西日报数字报,童趣飞扬 欢庆六一
