info,name,title
"　　本报太原5月27日讯（记者王龙飞）5月26日，省重点工程项目总指挥办公室（省发展改革委）下发通知，自即日起开通问题诉求直报通道，通过省发展改革委官网推出二维码，直接收集2025年省级重点工程项目问题诉求，进而研究解决问题，为重点工程建设提速加力。
为深入贯彻落实省委、省政府“重大项目建设年”部署，提速加力推进2025年省级重点工程项目建设，聚力解决项目推进过程中遇到的要素保障、事项审批和部门协调等痛点难点问题，省重点工程项目总指挥办公室（省发展改革委）从即日起面向项目单位开通问题诉求直报通道，对收集到的问题诉求，将协同有关市和部门认真研究解决，切实回应企业和群众关切，确保问题直达、过程跟踪、有效闭环。",山西经济日报数字报,省级重点工程项目问题诉求直报通道开通
"　　本报太原5月27日讯（记者马永亮 崔振海）5月26日，我省首家资本市场运营中心——晋城市资本市场运营中心正式揭牌。
晋城市资本市场运营中心是在晋城市政府、省民营经济发展局、山西金控集团的指导下，由山西股权交易中心联合晋城市民营经济发展局设立。",山西经济日报数字报,我省首家资本市场运营中心在晋城揭牌
　　本报太原5月27日讯（实习记者李京益）近日，文旅部艺术司公布了全国戏曲创作优秀案例名单，我省3部作品位列其中。其中，大同市晋剧院晋剧《成败萧何》入选“戏曲跨剧种移植改编优秀案例”，晋城市上党梆子剧院有限公司上党梆子《三关排宴》入选“经典剧目传承演出优秀案例”，临汾市蒲剧艺术研究中心蒲剧《白蛇传》入选“优秀保留剧目复排提升优秀案例”。,山西经济日报数字报,我省晋剧《成败萧何》等3部作品入选
"　　5月27日，省统计局发布消息，1—4月份，全省上下坚定不移推动高质量发展、深化全方位转型，精准有效落实更加积极有为的宏观政策，生产需求较快增长，就业物价总体稳定，新动能积聚成长，全省经济保持稳中向好态势。
主要经济指标增势良好
工业保持较快增长。",山西经济日报数字报,生产需求较快增长 就业物价总体稳定
"　　5月26日，省人民检察院“‘典’亮生活、守护美好”民法典颁布5周年检察开放日活动举行。
今年5月28日是民法典颁布5周年纪念日。",山西晚报数字报,我省检察机关5年办理弱势群体支持起诉案件15415件
　　5月26日，山西晚报·山河+记者从省生态环境厅获悉，近年来，我省生物多样性保护相关领域工作取得了明显成效，三晋大地生物多样性“家谱”不断扩容。2024年，全省新记录野生植物5种、野生动物4种。,山西晚报数字报,我省生物多样性“家谱”扩容
"　　近日，省机关事务管理局联合省发展改革委、省教育厅、省市场监管局印发《关于在全省高校食堂常态化实施反食品浪费成效评估和通报制度的通知》，以推动全省公共机构反食品浪费工作走深走实。
我省将围绕高校领域反食品浪费工作“谁来评、评什么、怎么用”等核心问题，建立了涵盖责任落实、过程管控、宣传教育、创新运用四个维度的评估指标体系，对高校食堂采购、加工、供餐全流程进行动态监测。",山西晚报数字报,我省高校食堂常态化反食品浪费成效评估有新规
　　7786家次企业参加招聘，20560人次达成就业意向，为企业提供用工指导2581次……5月27日，省人社厅传来消息，4月中旬至5月中旬举办的山西省2025年民营企业服务月活动交出亮眼“成绩单”。这场旨在支持民营经济发展、促进高质量充分就业的专项行动，通过部门协同、供需对接、多元服务等组合拳，为企业和求职者架起“双向奔赴”的桥梁。,山西晚报数字报,山西省民营企业服务月活动交出亮眼“成绩单”
"　　山西晚报·山河+讯（记者  辛戈）为进一步深化“我为群众办实事”实践活动，为群众办好一批可感可及的实事好事，5月27日，省公安厅向社会发布信息，山西警方紧紧围绕与群众切身利益密切相关的生产、生活领域问题，研究出台《省公安厅2025年度“我为群众办实事”重点项目清单》，推出10项“我为群众办实事”项目，涵盖交通管理、治安管理、出入境服务等领域，切实为群众办实事，解难题。
推动居住证全程网办。",山西晚报数字报,省公安厅推出10项“我为群众办实事”重点项目
　　5月20日，国内首部专门针对民营经济的基础性法律《中华人民共和国民营经济促进法》（下称《民营经济促进法》）正式施行。这部法律首次以立法形式确立了民营经济的法律主体地位，围绕投资融资促进、科技创新、服务保障等建立完善相关制度机制，为民营企业持续优化稳定、公平、透明、可预期的民营经济发展环境提供了坚强保障。,山西晚报数字报,山西金融业创新服务 全力护航民营经济
